product_id,name,category,brand,price,stock,rating,created_at
P00140,Cap Lite,Clothing,Nordline,35.55,775,4.6,2025-04-20
P00141,Dress Shirt - Blue,Clothing,AeroLoom,39.97,3,4.9,2025-03-08
P00142,Socks (5-pack),Clothing,PureThread,116.91,608,4.1,2025-06-13
P00143,Socks (5-pack) Max S,Clothing,Meridian Wear,127.88,70,4.0,2025-08-29
P00144,Jeans,Clothing,Nordline,141.04,400,4.6,2024-06-15
P00145,Cap - Green,Clothing,Nordline,193.15,148,3.5,2024-08-23
P00146,Jacket - Green,Clothing,Nordline,122.70,536,4.7,2025-03-20
P00147,Jeans,Clothing,Cotton&Co,54.21,39,3.5,2024-12-09
P00148,Chinos,Clothing,Cotton&Co,8.64,476,5.0,2025-10-17
P00149,Basic T-Shirt,Clothing,Seaside,102.40,426,4.2,2024-06-15
P00150,Leggings L,Clothing,AeroLoom,11.57,434,3.1,2025-06-11
P00151,Polo Shirt - Silver,Clothing,PureThread,227.75,729,4.3,2024-07-08
P00152,Leggings Max S,Clothing,Nordline,233.50,400,3.8,2025-05-21
P00153,Raincoat,Clothing,Nordline,94.33,440,2.2,2024-05-29
P00154,Jeans Plus L,Clothing,Meridian Wear,223.62,785,4.7,2024-08-10
P00155,Basic T-Shirt Lite,Clothing,UrbanTrail,146.12,206,4.1,2025-06-30
P00156,Dress Shirt Max,Clothing,Cotton&Co,151.34,311,2.2,2025-09-05
P00157,Polo Shirt Pro XL,Clothing,Cotton&Co,14.93,683,4.5,2024-06-04
P00158,Cap Pro,Clothing,Nordline,71.08,114,3.5,2024-10-09
P00159,Basic T-Shirt XL,Clothing,AeroLoom,83.32,40,3.9,2025-06-22
P00160,Leggings Lite,Clothing,PureThread,18.50,68,5.0,2025-04-09
P00161,Dress Shirt,Clothing,Meridian Wear,24.95,280,4.1,2025-07-29
P00162,Socks (5-pack),Clothing,Cotton&Co,237.02,587,3.9,2024-05-16
P00163,Raincoat,Clothing,AeroLoom,70.25,192,3.8,2024-11-30
P00164,Sneakers - Blue,Clothing,Nordline,228.06,568,4.5,2024-12-01
P00165,Leggings XL,Clothing,AeroLoom,180.85,617,4.2,2024-07-07
P00166,Cap 2.0,Clothing,AeroLoom,220.22,199,4.1,2025-02-19
P00167,Leggings - Black,Clothing,PureThread,47.96,671,3.7,2024-08-17
P00168,Leggings 2.0 - Green,Clothing,Cotton&Co,222.35,714,4.2,2024-12-02
P00169,Socks (5-pack) Max,Clothing,PureThread,82.45,92,4.2,2024-10-08
P00170,Sneakers,Clothing,UrbanTrail,9.79,68,4.6,2024-06-08
P00171,Leggings,Clothing,Nordline,31.28,58,4.1,2024-05-24
P00172,Raincoat Pro,Clothing,Nordline,103.93,597,3.7,2025-06-13
P00173,Chinos,Clothing,PureThread,214.42,642,3.7,2025-08-16
P00174,Hoodie 2.0 XL - Blue,Clothing,PureThread,152.38,546,4.9,2025-08-06
P00175,Hoodie Lite L - White,Clothing,Nordline,30.03,687,3.9,2025-09-29
P00176,Jeans Max,Clothing,AeroLoom,12.52,56,3.0,2024-07-22
P00177,Polo Shirt,Clothing,AeroLoom,61.45,778,3.8,2024-07-13
P00178,Jacket,Clothing,AeroLoom,155.19,477,4.9,2025-07-20
P00179,Leggings Plus L,Clothing,AeroLoom,82.65,136,3.5,2024-10-01
P00180,Chinos,Clothing,Cotton&Co,135.28,778,3.7,2025-07-05
P00181,Dress Shirt,Clothing,PureThread,103.60,783,5.0,2025-04-12
P00182,Dress Shirt 2.0 S,Clothing,Seaside,6.13,410,3.8,2025-07-17
P00183,Jeans 2.0 - Blue,Clothing,Nordline,164.43,360,3.5,2024-07-02
P00184,Hoodie - Black,Clothing,Nordline,196.66,303,3.5,2025-03-05
P00185,Sneakers,Clothing,Nordline,51.40,534,2.9,2025-07-13
P00186,Chinos Lite,Clothing,Seaside,126.13,661,4.5,2024-12-28
P00187,Chinos,Clothing,Meridian Wear,52.96,461,4.5,2024-05-30
P00188,Hoodie,Clothing,UrbanTrail,204.27,35,3.5,2024-11-17
P00189,Polo Shirt,Clothing,Meridian Wear,240.17,772,3.4,2024-11-02
P00190,Basic T-Shirt Lite S,Clothing,UrbanTrail,63.72,391,3.2,2024-06-11
P00191,Jeans Pro - Graphite,Clothing,Nordline,171.82,732,3.2,2024-06-08
P00192,Jacket Lite L - Red,Clothing,Seaside,222.71,580,3.7,2025-06-04
P00193,Hoodie,Clothing,UrbanTrail,34.90,287,4.3,2025-08-18
P00194,Sneakers L,Clothing,Meridian Wear,177.36,690,4.0,2024-06-16
P00195,Dress Shirt Pro,Clothing,UrbanTrail,198.34,301,4.3,2025-04-25
P00196,Jeans,Clothing,Nordline,231.74,465,4.7,2024-08-01
P00197,Polo Shirt S,Clothing,AeroLoom,85.13,516,4.6,2025-10-14
P00198,Leggings,Clothing,Nordline,40.05,377,3.5,2024-05-26
P00199,Chinos Max M,Clothing,PureThread,38.03,713,3.5,2025-04-02
P00200,Jacket Plus M,Clothing,Meridian Wear,40.52,393,3.3,2024-06-25
P00201,Granola 750g,Groceries,GreenVale,31.60,766,3.5,2025-08-14
P00202,Olive Oil 1L - Silver,Groceries,Everfarm,26.73,1843,4.0,2024-05-14
P00203,Tomato Sauce 400g Max XL,Groceries,Everfarm,34.12,1030,3.9,2024-12-06
P00204,Olive Oil 1L M,Groceries,DailyChoice,36.10,1126,3.8,2025-08-13
P00205,Green Tea 50 bags M,Groceries,FreshField,26.45,186,4.7,2024-09-29
P00206,Green Tea 50 bags - Black,Groceries,SunHarvest,20.04,1024,2.7,2024-10-02
P00207,Arabica Coffee Beans 1kg,Groceries,FreshField,0.90,1803,5.0,2025-10-11
P00208,Pasta Fusilli 500g Plus,Groceries,Everfarm,38.17,360,3.2,2024-08-24
P00209,Olive Oil 1L M - Green,Groceries,GreenVale,18.64,1192,4.7,2025-01-30
P00210,Green Tea 50 bags Max,Groceries,Everfarm,35.94,1054,4.7,2024-08-01
P00211,Arabica Coffee Beans 1kg Plus,Groceries,FreshField,19.88,1804,3.8,2025-01-09
P00212,Sea Salt 500g,Groceries,Everfarm,19.40,1990,3.6,2025-01-24
P00213,Green Tea 50 bags,Groceries,Pure&Simple,38.52,730,4.6,2024-05-09
P00214,Arabica Coffee Beans 1kg,Groceries,SunHarvest,37.91,1172,4.1,2025-07-25
P00215,Pasta Fusilli 500g Max M,Groceries,GreenVale,4.49,922,3.3,2025-09-21
P00216,Basmati Rice 1kg L - White,Groceries,DailyChoice,18.39,1407,4.5,2025-08-11
P00217,Tomato Sauce 400g,Groceries,FreshField,10.35,1946,4.2,2024-11-13
P00218,Dark Chocolate 85% 100g XL - Green,Groceries,Everfarm,30.33,902,4.8,2025-08-07
P00219,Tomato Sauce 400g,Groceries,GreenVale,29.10,256,2.8,2025-06-05
P00220,Basmati Rice 1kg Plus - White,Groceries,FreshField,33.79,1555,4.9,2025-10-15
P00221,Basmati Rice 1kg Max L,Groceries,SunHarvest,4.76,615,4.6,2025-08-16
P00222,Basmati Rice 1kg Lite S,Groceries,DailyChoice,38.30,421,4.9,2025-08-06
P00223,Granola 750g Plus - Green,Groceries,Everfarm,16.09,205,4.8,2025-07-14
P00224,Organic Oat Milk 1L,Groceries,DailyChoice,19.23,122,5.0,2024-06-23
P00225,Dark Chocolate 85% 100g,Groceries,DailyChoice,37.93,863,5.0,2025-07-11
P00226,Sea Salt 500g Max - Blue,Groceries,DailyChoice,29.72,1088,4.2,2024-09-09
P00227,Tomato Sauce 400g - Black,Groceries,Pure&Simple,5.72,959,3.9,2024-11-28
P00228,Olive Oil 1L,Groceries,FreshField,29.25,1552,3.7,2025-10-19
P00229,Organic Oat Milk 1L,Groceries,SunHarvest,6.03,1111,5.0,2024-09-03
P00230,Green Tea 50 bags - Silver,Groceries,Everfarm,23.99,802,3.9,2024-12-15
P00231,Honey 500g 2.0 - White,Groceries,SunHarvest,34.76,1368,2.5,2024-07-11
P00232,Sea Salt 500g - White,Groceries,Everfarm,34.37,686,3.3,2024-08-25
P00233,Olive Oil 1L,Groceries,Pure&Simple,34.54,57,4.2,2025-07-10
P00234,Green Tea 50 bags S - Red,Groceries,Everfarm,8.08,87,4.4,2024-08-11
P00235,Organic Oat Milk 1L,Groceries,GreenVale,26.05,1753,3.4,2024-05-24
P00236,Arabica Coffee Beans 1kg Pro XL - Blue,Groceries,DailyChoice,33.57,596,4.7,2025-03-26
P00237,Honey 500g 2.0 M,Groceries,DailyChoice,13.14,1185,5.0,2024-05-27
P00238,Olive Oil 1L M,Groceries,GreenVale,15.43,213,4.0,2025-07-20
P00239,Arabica Coffee Beans 1kg Lite,Groceries,Pure&Simple,21.66,918,3.2,2025-04-01
P00240,Granola 750g Max,Groceries,FreshField,6.11,1943,3.6,2024-09-13
P00241,Basmati Rice 1kg Pro,Groceries,Everfarm,4.39,1960,4.0,2025-02-05
P00242,Almonds 200g Lite XL,Groceries,Everfarm,2.48,651,3.5,2024-09-10
P00243,Pasta Fusilli 500g Max XL,Groceries,FreshField,7.20,420,3.3,2025-07-02
P00244,Basmati Rice 1kg,Groceries,Pure&Simple,14.49,905,5.0,2024-05-25
P00245,Organic Oat Milk 1L,Groceries,GreenVale,13.61,737,5.0,2025-09-05
P00246,Sea Salt 500g,Groceries,FreshField,38.41,1284,4.0,2024-10-10
P00247,Dark Chocolate 85% 100g Lite L - Green,Groceries,DailyChoice,23.61,1173,4.1,2025-08-11
P00248,Pasta Fusilli 500g Lite M,Groceries,DailyChoice,13.27,785,3.5,2025-06-26
P00249,Sea Salt 500g Lite - Graphite,Groceries,FreshField,3.07,1032,3.8,2024-07-27
P00250,Organic Oat Milk 1L Lite S - Red,Groceries,SunHarvest,2.25,540,3.8,2024-10-24
P00251,Honey 500g Lite S,Groceries,Everfarm,8.13,159,3.4,2025-08-26
P00252,Tomato Sauce 400g,Groceries,FreshField,23.40,1975,5.0,2025-03-04
P00253,Basmati Rice 1kg 2.0 - Red,Groceries,Pure&Simple,5.32,1101,2.5,2024-12-03
P00254,Green Tea 50 bags Plus,Groceries,GreenVale,39.84,1286,4.8,2025-01-23
P00255,Almonds 200g - Green,Groceries,FreshField,31.09,1468,4.6,2025-06-12
P00256,Granola 750g XL - Graphite,Groceries,Everfarm,1.99,982,3.2,2024-10-31
P00257,Green Tea 50 bags,Groceries,Everfarm,29.26,103,3.2,2024-11-27
P00258,Tomato Sauce 400g - White,Groceries,Pure&Simple,27.36,1367,4.8,2025-08-06
P00259,Pasta Fusilli 500g - Black,Groceries,Everfarm,32.26,436,4.0,2024-12-28
P00260,Arabica Coffee Beans 1kg - Green,Groceries,FreshField,18.68,832,4.0,2024-06-16
P00261,Sea Salt 500g - Green,Groceries,DailyChoice,13.10,1441,4.5,2025-08-13
P00262,Green Tea 50 bags XL,Groceries,GreenVale,15.17,1889,3.7,2025-08-07
P00263,Honey 500g - Black,Groceries,Pure&Simple,1.73,1775,4.2,2024-06-13
P00264,Almonds 200g,Groceries,DailyChoice,3.59,300,4.1,2025-04-08
P00265,Granola 750g - White,Groceries,DailyChoice,30.38,1109,4.3,2025-02-17
P00266,Dark Chocolate 85% 100g - White,Groceries,Pure&Simple,15.75,583,3.5,2024-09-22
P00267,Dark Chocolate 85% 100g - White,Groceries,SunHarvest,22.69,774,4.9,2025-05-06
P00268,Pasta Fusilli 500g - Silver,Groceries,DailyChoice,38.97,495,3.9,2024-06-12
P00269,Tomato Sauce 400g L - Black,Groceries,GreenVale,16.03,555,3.9,2025-09-11
P00270,Sea Salt 500g,Groceries,SunHarvest,26.67,1700,4.1,2025-04-22
P00271,Almonds 200g Max,Groceries,Everfarm,26.28,1890,3.1,2025-10-08
P00272,Olive Oil 1L - Silver,Groceries,DailyChoice,5.41,1364,4.1,2024-06-27
P00273,Tomato Sauce 400g Max,Groceries,GreenVale,10.80,1406,4.7,2024-11-02
P00274,Almonds 200g - Graphite,Groceries,DailyChoice,28.17,1159,3.5,2025-02-14
P00275,Granola 750g Plus,Groceries,SunHarvest,32.53,1132,4.5,2024-12-24
P00276,Granola 750g,Groceries,Pure&Simple,39.66,691,4.5,2025-04-06
P00277,Almonds 200g Max - White,Groceries,Everfarm,7.20,388,3.7,2025-10-06
P00278,Sea Salt 500g - White,Groceries,Pure&Simple,24.16,1139,3.3,2024-06-13
P00279,Honey 500g,Groceries,DailyChoice,13.03,353,3.4,2024-08-02
P00280,Arabica Coffee Beans 1kg,Groceries,SunHarvest,3.09,968,3.6,2024-08-21
P00281,Honey 500g Max,Groceries,DailyChoice,34.67,878,5.0,2025-01-17
P00282,Arabica Coffee Beans 1kg,Groceries,SunHarvest,36.58,994,4.6,2024-11-05
P00283,Dark Chocolate 85% 100g L - Red,Groceries,FreshField,20.34,1732,4.4,2025-07-08
P00284,Organic Oat Milk 1L Max,Groceries,FreshField,5.33,1974,5.0,2024-05-01
P00285,Green Tea 50 bags,Groceries,Pure&Simple,3.68,1313,4.9,2024-06-06
P00286,Green Tea 50 bags,Groceries,SunHarvest,32.88,211,4.0,2025-02-21
P00287,Sea Salt 500g,Groceries,Everfarm,16.29,1547,5.0,2025-09-17
P00288,Organic Oat Milk 1L 2.0,Groceries,Pure&Simple,6.86,1711,3.5,2024-10-19
P00289,Green Tea 50 bags,Groceries,SunHarvest,38.07,1086,3.0,2024-11-30
P00290,Honey 500g Max S,Groceries,DailyChoice,36.37,434,3.9,2025-01-08
P00291,Honey 500g - Black,Groceries,SunHarvest,28.21,1568,4.4,2025-07-27
P00292,Basmati Rice 1kg,Groceries,GreenVale,2.33,1397,4.0,2024-08-01
P00293,Granola 750g 2.0 - Blue,Groceries,DailyChoice,37.53,1238,3.4,2025-02-08
P00294,Dark Chocolate 85% 100g M - Black,Groceries,GreenVale,28.28,1921,3.3,2024-09-17
P00295,Sea Salt 500g Max XL - Silver,Groceries,DailyChoice,37.43,689,3.6,2025-08-01
P00296,Green Tea 50 bags - Black,Groceries,FreshField,17.03,583,3.9,2025-03-05
P00297,Arabica Coffee Beans 1kg Plus - Blue,Groceries,DailyChoice,17.32,1462,3.2,2025-05-27
P00298,Organic Oat Milk 1L Plus M,Groceries,DailyChoice,15.99,1424,3.7,2025-06-27
P00299,Arabica Coffee Beans 1kg Max XL - Silver,Groceries,DailyChoice,22.38,1517,4.6,2024-07-13
P00300,Dark Chocolate 85% 100g Max S - Silver,Groceries,SunHarvest,10.67,1385,4.5,2025-10-10
P00301,Wireless Mouse XL,Office,DeskPro,375.27,13,4.9,2024-07-13
P00302,Whiteboard Markers (8-pack) Plus XL,Office,DeskPro,325.48,613,4.0,2025-05-25
P00303,Whiteboard Markers (8-pack) Plus,Office,DeskPro,63.58,52,5.0,2025-05-08
P00304,Wireless Mouse S,Office,InkFlow,291.38,757,3.4,2024-10-03
P00305,Office Scissors,Office,WriteRight,13.71,220,4.2,2024-06-14
P00306,A4 Copy Paper 500 sheets - Silver,Office,ErgoCraft,417.10,725,4.5,2024-10-29
P00307,Ergonomic Chair Lite M,Office,PaperMint,255.20,155,4.2,2024-12-31
P00308,Gel Pens (10-pack),Office,PaperMint,345.16,510,3.3,2025-10-15
P00309,Binder 5cm,Office,InkFlow,107.18,352,4.2,2024-09-11
P00310,Laptop Stand XL,Office,DeskPro,374.78,372,3.3,2025-01-10
P00311,Laptop Stand,Office,WriteRight,113.70,743,5.0,2025-07-24
P00312,Gel Pens (10-pack),Office,PaperMint,106.07,532,4.3,2025-03-31
P00313,Ergonomic Chair XL,Office,PaperMint,157.04,583,4.6,2025-02-19
P00314,Ergonomic Chair - Red,Office,WriteRight,383.04,896,4.2,2025-08-28
P00315,Fountain Pen,Office,WriteRight,470.73,386,4.1,2025-05-01
P00316,Fountain Pen,Office,InkFlow,283.19,366,3.3,2025-04-11
P00317,Laptop Stand,Office,InkFlow,402.72,796,4.7,2024-09-25
P00318,Binder 5cm Pro,Office,WriteRight,179.74,574,5.0,2025-05-08
P00319,Sticky Notes (12 pads) Lite,Office,DeskPro,11.96,359,3.8,2025-08-23
